#['main.py', '--data-set=mnist', '--batch-size=2048', '--lr=1e-3', '--epochs=50', '--constraint=StandardRobustness(eps=0.4, delta=0.1)', '--oracle-steps=20', '--oracle-restarts=30']
Epoch,Train-P-Loss,Train-R-Loss,Train-C-Loss,Train-P-Loss-Weight,Train-C-Loss-Weight,Train-P-Acc,Train-C-Acc,Train-C-Sec,Test-P-Acc,Test-C-Acc,Test-C-Sec,Train-Time,Test-Time
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.098388671875,1.0,1.0,0.0,49.806174516677856
1,1.0906013620310817,0.1784085569710567,0.589032271812702,1.0,1.0,0.6522932381465517,0.27118130387931033,0.11833243534482758,0.89697265625,0.3447265625,0.0,185.3822000026703,49.62481355667114
2,0.466229142813847,0.23505567682200465,0.8437296111008217,1.0,1.0,0.8583142510775862,0.23826441271551724,0.0005893049568965517,0.9344482421875,0.360595703125,0.0,184.2599937915802,49.657891035079956
3,0.33984207284861595,0.23036397736648034,0.8492266556312298,1.0,1.0,0.8981175915948276,0.2738247575431034,0.0004714439655172414,0.9569091796875,0.463623046875,0.0,183.99441528320312,49.570427656173706
4,0.2603066214199724,0.20396245759108972,0.8579210741766568,1.0,1.0,0.9211509967672413,0.33167766702586204,0.00020204741379310345,0.9681396484375,0.55322265625,0.0,184.2890341281891,49.60582447052002
5,0.21197018130072232,0.17989679862712993,0.8675399648732153,1.0,1.0,0.9398403825431034,0.39294854525862066,0.00013469827586206896,0.9757080078125,0.5655517578125,0.0,184.31746220588684,49.67158913612366
6,0.18000832919416757,0.16146178081117826,0.8757186758107153,1.0,1.0,0.9468278556034483,0.4383923760775862,0.00020204741379310345,0.9774169921875,0.652099609375,0.0,184.34410548210144,49.59258508682251
7,0.15865133548605032,0.15393978973914837,0.880398520107927,1.0,1.0,0.9531081627155172,0.46730199353448276,0.00028623383620689653,0.980712890625,0.677978515625,0.0,184.1023988723755,50.10255742073059
8,0.14565829573006467,0.14621083489779768,0.8824469467689251,1.0,1.0,0.9576542295258621,0.48981344288793105,0.0001515355603448276,0.9820556640625,0.7191162109375,0.0,184.2227828502655,49.61250400543213
9,0.13612842559814453,0.13684127248566727,0.8846540779903017,1.0,1.0,0.9605502424568966,0.5247339709051724,0.0002357219827586207,0.9830322265625,0.717529296875,0.0,184.21535921096802,49.673776626586914
10,0.1258809155431287,0.13384287932823444,0.8863122874292834,1.0,1.0,0.9623181573275862,0.5388941271551724,0.00013469827586206896,0.984130859375,0.7452392578125,0.0,184.04804825782776,49.61491298675537
11,0.11743095825458395,0.12733450429192905,0.8875618638663456,1.0,1.0,0.9655172413793104,0.556573275862069,0.0002357219827586207,0.9852294921875,0.7864990234375,0.0,184.19277572631836,49.65845060348511
12,0.11639064755933039,0.13075924741810765,0.8880932906578327,1.0,1.0,0.9658371497844828,0.5548558728448276,0.00013469827586206896,0.986083984375,0.75390625,0.0,184.16008353233337,49.63714933395386
13,0.10755358071162782,0.1315533128278009,0.8898224666200835,1.0,1.0,0.9680091594827587,0.5675848599137931,0.00018521012931034482,0.9864501953125,0.77880859375,0.0,183.98241233825684,49.79839730262756
14,0.1047056872269203,0.12648404877761316,0.8901231699976427,1.0,1.0,0.9681270204741379,0.5768453663793104,8.418642241379311e-05,0.9869384765625,0.76123046875,0.0,183.99335885047913,49.58874487876892
15,0.10373124583014126,0.12535898438815413,0.8905904046420393,1.0,1.0,0.9690362338362069,0.5876549030172413,0.00013469827586206896,0.9869384765625,0.7772216796875,0.0,184.00797414779663,49.70608448982239
16,0.09642477693228886,0.12789724613058157,0.8912535700304755,1.0,1.0,0.9716460129310345,0.5821659482758621,0.00025255926724137933,0.988037109375,0.7601318359375,0.0,184.16970896720886,49.599424839019775
17,0.09219480382985082,0.12552286838663035,0.8917089001885776,1.0,1.0,0.9722521551724138,0.5919652478448276,0.00013469827586206896,0.9879150390625,0.797119140625,0.0,184.26927995681763,49.65692853927612
18,0.09129296500107338,0.1261647816362052,0.8918776676572603,1.0,1.0,0.9728582974137931,0.5926892510775862,6.734913793103448e-05,0.9893798828125,0.7559814453125,0.0,184.88430404663086,49.86387538909912
19,0.08997069556137612,0.13041524229378537,0.891934164639177,1.0,1.0,0.973077182112069,0.58349609375,0.00016837284482758622,0.987548828125,0.8135986328125,0.0,184.01902318000793,49.63353395462036
20,0.08522321437967234,0.12610017020126868,0.8922928119527882,1.0,1.0,0.9744578394396551,0.5981108566810345,0.0001515355603448276,0.989501953125,0.788330078125,0.0,184.0046489238739,49.583184242248535
21,0.08478229621361041,0.12519808473258182,0.8925820712385506,1.0,1.0,0.9747272359913793,0.6025053879310345,0.00016837284482758622,0.98974609375,0.782470703125,0.0,184.05924034118652,49.60585308074951
22,0.07891948469753923,0.12926699375284129,0.8932699006179283,1.0,1.0,0.9763772898706896,0.6073208512931034,0.00016837284482758622,0.990234375,0.773193359375,0.0,184.22626972198486,49.61131525039673
23,0.07944828888465619,0.1274183125331484,0.8931435552136652,1.0,1.0,0.976006869612069,0.6052498653017241,0.00016837284482758622,0.989990234375,0.7969970703125,0.0,184.06809854507446,49.57439088821411
24,0.07660726021076071,0.1260510066459919,0.8932536552692282,1.0,1.0,0.97607421875,0.6095770474137931,0.00021888469827586207,0.9898681640625,0.8006591796875,0.0,184.07184171676636,49.58047580718994
25,0.07590070264092807,0.125617241037303,0.8936183534819504,1.0,1.0,0.9773370150862069,0.6209253771551724,0.00021888469827586207,0.9903564453125,0.7818603515625,0.0,183.86067962646484,49.56413221359253
26,0.07348708448738887,0.12428453872943747,0.8937370694916824,1.0,1.0,0.9777579471982759,0.6229458512931034,0.00016837284482758622,0.9910888671875,0.775390625,0.0,183.90953493118286,49.816261768341064
27,0.07363457515321929,0.13128676085636534,0.8937114189411032,1.0,1.0,0.9767813846982759,0.6198646282327587,0.0003872575431034483,0.9896240234375,0.801513671875,0.0,184.17915201187134,49.56745457649231
28,0.07088392356346393,0.12797247952428356,0.8936234835920662,1.0,1.0,0.9783977640086207,0.6238887392241379,0.0005051185344827587,0.990234375,0.7958984375,0.0,183.89217472076416,49.57487154006958
29,0.06922906020591998,0.12424505990127037,0.893993903850687,1.0,1.0,0.9789028825431034,0.6288725754310345,0.00028623383620689653,0.990966796875,0.7691650390625,0.0,184.08883595466614,49.603554248809814
30,0.06702192898454337,0.12678958629739695,0.8940456653463429,1.0,1.0,0.979559536637931,0.629815463362069,0.00016837284482758622,0.9921875,0.7745361328125,0.0,184.25989937782288,49.58675146102905
31,0.06778236915325296,0.12517493346641803,0.893963386272562,1.0,1.0,0.9792396282327587,0.6296134159482759,0.00035358297413793104,0.990966796875,0.818359375,0.0,183.97960805892944,49.74262714385986
32,0.0643851428196348,0.12679548921256228,0.8941659598514952,1.0,1.0,0.9806371228448276,0.6309772359913793,0.0003030711206896552,0.9921875,0.7916259765625,0.0,183.8618347644806,49.57340717315674
33,0.06545121916409197,0.12619952497811154,0.8944394999536974,1.0,1.0,0.9799299568965517,0.6304721174568966,0.00025255926724137933,0.9915771484375,0.775390625,0.0,183.91460752487183,49.567903995513916
34,0.06300790556545915,0.12625052189004832,0.8944637035501415,1.0,1.0,0.9803172144396551,0.6312297952586207,0.00028623383620689653,0.99169921875,0.7828369140625,0.0,183.83798503875732,49.59243655204773
35,0.061612700593882595,0.1289942511196794,0.8945270406788793,1.0,1.0,0.9815800107758621,0.6257240032327587,0.0003030711206896552,0.9918212890625,0.7935791015625,0.0,184.64087510108948,50.757439851760864
36,0.060671970762055494,0.12987427053780393,0.8944348302380792,1.0,1.0,0.9812937769396551,0.6291082974137931,0.00045460668103448275,0.99267578125,0.793701171875,0.0001220703125,183.78839373588562,49.5150728225708
37,0.0620156978738719,0.1225739676376869,0.8944994827796673,1.0,1.0,0.9810748922413793,0.6374764278017241,0.0003199084051724138,0.9920654296875,0.7769775390625,0.0,184.05540490150452,49.504497051239014
38,0.059677950267134044,0.131476616037303,0.8943274267788591,1.0,1.0,0.9811254040948276,0.6302869073275862,0.0006734913793103449,0.9921875,0.7867431640625,0.0,183.83878374099731,49.5313823223114
39,0.05827912791021939,0.133409779647301,0.8945725539634968,1.0,1.0,0.9814116379310345,0.6265153556034483,0.0006061422413793104,0.9925537109375,0.7757568359375,0.0,183.83223938941956,49.51628851890564
40,0.05573841621135843,0.12738200713848247,0.894531381541285,1.0,1.0,0.9830785290948276,0.638250942887931,0.0007913523706896551,0.992431640625,0.7906494140625,0.0,183.8526530265808,49.68995451927185
41,0.056440139638966526,0.1317605972290039,0.8945670950001684,1.0,1.0,0.982842807112069,0.637762661637931,0.0007071659482758621,0.9921875,0.78076171875,0.0,183.7943892478943,49.53825330734253
42,0.058410969273797395,0.13260491140957537,0.894741913367962,1.0,1.0,0.9817315463362069,0.6356074892241379,0.0007913523706896551,0.99169921875,0.782958984375,0.0,184.0199956893921,49.59574604034424
43,0.05620542887983651,0.13218797486403894,0.8945486134496229,1.0,1.0,0.9822198275862069,0.6358937230603449,0.0006734913793103449,0.991943359375,0.79736328125,0.0,183.8292360305786,49.50996160507202
44,0.05427428360643058,0.12778816551997743,0.8951330513789736,1.0,1.0,0.9831963900862069,0.6454236260775862,0.0004040948275862069,0.991455078125,0.799560546875,0.0,183.9069540500641,49.6491813659668
45,0.05478827295632198,0.12826950796719255,0.8948816759832974,1.0,1.0,0.9832469019396551,0.6372575431034483,0.0005724676724137931,0.9920654296875,0.8048095703125,0.0,183.89346504211426,49.516369104385376
46,0.05260653331361968,0.12343382835388184,0.8951166744889885,1.0,1.0,0.98388671875,0.6467200969827587,0.00045460668103448275,0.99169921875,0.7940673828125,0.000244140625,183.8945553302765,49.52513360977173
47,0.052247569478791334,0.12839726744026975,0.8944166117701037,1.0,1.0,0.9834152747844828,0.6425949622844828,0.0009428879310344828,0.992919921875,0.784912109375,0.0,183.94254684448242,49.502344608306885
48,0.05336619245594945,0.13213621336838294,0.8947668404414736,1.0,1.0,0.9828259698275862,0.6342941810344828,0.0005556303879310345,0.9927978515625,0.781005859375,0.0001220703125,183.7752525806427,49.512773275375366
49,0.05215710607068292,0.13293969220128551,0.8945864315690666,1.0,1.0,0.9840550915948276,0.6313139816810345,0.0009765625,0.9921875,0.79150390625,0.0001220703125,183.8338279724121,49.5091917514801
50,0.04999076497965846,0.13558105764717893,0.8949337663321659,1.0,1.0,0.9843413254310345,0.6336880387931034,0.0007408405172413793,0.992919921875,0.8077392578125,0.0,184.0648374557495,49.523284912109375